schema_version,record_type,phase,case,nlat,nlon,exclusive_lmax_mmax,transform,implementation,dtype,batch_size,measurement,status,reason,warmup,repeat,samples_s,median_s,minimum_s,milliseconds_per_batch,milliseconds_per_frame,frames_per_second,module_buffer_bytes,estimated_module_bytes,estimated_initial_peak_bytes,estimated_construction_peak_rss_bytes,constructor_seconds,constructor_peak_allocated_bytes,constructor_peak_reserved_bytes,host_rss_before_construction_bytes,host_rss_after_construction_bytes,host_peak_rss_during_construction_bytes,host_memory_limit_bytes,host_memory_budget_bytes,cuda_device_name,cuda_total_memory_bytes,cuda_allocated_before_input_bytes,cuda_reserved_before_input_bytes,cuda_allocated_before_forward_bytes,cuda_reserved_before_forward_bytes,cuda_peak_allocated_bytes,cuda_peak_reserved_bytes,runtime_extra_allocated_bytes,runtime_extra_reserved_bytes,input_bytes,predicted_peak_bytes,memory_budget_bytes,memory_budget_fraction,source_sha,benchmark_code_sha,worker_pid,worker_returncode,worker_stderr_tail,started_at,finished_at,traceback
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,scalar,precomputed_projection,float32,16,forward,completed,,2,3,"[0.001068905, 0.001064558, 0.001061501]",0.001064558,0.001061501,1.064558,0.066534875,15029.711861636473,374284800,374284800,627966720,4068020224,6.673351781908423,374284800,375390208,18518016,732565504,3755892736,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,374284800,375390208,424616448,476053504,474948096,476053504,100663296,100663296,16634880,596430029,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1774169,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:13:36.870297+00:00,2026-09-17T19:13:44.695146+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,scalar,precomputed_projection,float32,64,forward,completed,,2,3,"[0.00288159, 0.002875538, 0.002873805]",0.002875538,0.002873805,2.875538,0.04493028125,22256.704658397837,374284800,374284800,827585280,4068020224,6.648342160042375,374284800,375390208,18558976,732807168,3756961792,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,374284800,375390208,474948096,677380096,676274688,677380096,301989888,301989888,66539520,792723456,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1774573,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:13:45.426891+00:00,2026-09-17T19:13:53.202875+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,scalar,precomputed_projection,float32,128,forward,completed,,2,3,"[0.0058273, 0.005811149, 0.005809336]",0.005811149,0.005809336,5.8111489999999995,0.045399601562499996,22026.625027167607,374284800,374284800,1093743360,4068020224,6.610652985982597,374284800,375390208,18599936,732659712,3756617728,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,374284800,375390208,540918272,945815552,940925440,945815552,566640640,570425344,133079040,1134978663,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1774732,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:13:53.937342+00:00,2026-09-17T19:14:01.678966+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,scalar,precomputed_projection,float32,256,forward,completed,,2,3,"[0.011700324, 0.011699722, 0.011710343]",0.011700324,0.011699722,11.700324,0.045704390625,21879.735979960897,374284800,374284800,1626059520,4068020224,9.381532821105793,374284800,375390208,18509824,732577792,3730731008,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,374284800,375390208,674177536,1476395008,1473751552,1476395008,1099466752,1101004800,266158080,1779223757,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1774841,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:14:02.311614+00:00,2026-09-17T19:14:12.872635+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,scalar,precomputed_projection,float32,512,forward,completed,,2,3,"[0.023533446, 0.023534749, 0.023544356]",0.023534749,0.023533446,23.534749,0.045966306640625,21755.065244163005,374284800,374284800,2690691840,4068020224,6.690933126024902,374284800,375390208,18567168,732655616,3756081152,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,374284800,375390208,940515840,2541748224,2538807808,2541748224,2164523008,2166358016,532316160,3045064704,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1774972,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:14:13.591731+00:00,2026-09-17T19:14:21.507634+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,scalar,precomputed_projection,float32,1024,forward,completed,,2,3,"[0.054260903, 0.054234303, 0.054295407]",0.054260903,0.054234303,54.260903,0.0529891630859375,18871.78324326818,374284800,374284800,4819956480,4068020224,6.6231476329267025,374284800,375390208,18612224,732807168,3755741184,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,374284800,375390208,1473192448,4672454656,4667818496,4672454656,4293533696,4297064448,1064632320,5606945588,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1775176,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:14:22.227219+00:00,2026-09-17T19:14:30.239231+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,vector,runtime_fold,float32,4,forward,completed,,2,3,"[0.003061636, 0.00305799, 0.003045796]",0.00305799,0.003045796,3.05799,0.7644975,1308.048750976949,374293804,374293808,594710472,4068092288,5.5245670499280095,374294528,377487360,18612224,732635136,4862558208,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,374294528,377487360,416166400,520093696,508211200,520093696,133916672,142606336,8317440,857068488,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1775269,0,,2026-09-17T19:14:30.895477+00:00,2026-09-17T19:14:37.708955+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,vector,runtime_fold,float32,16,forward,completed,,2,3,"[0.009214964, 0.009208141, 0.009189447]",0.009208141,0.009189447,9.208141,0.5755088125,1737.5928539756287,374293804,374293808,694519752,4068092288,5.638817161088809,374294528,377487360,18538496,732635136,4861890560,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,374294528,377487360,441403392,847249408,810508288,847249408,436213760,469762048,33269760,916035994,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1775362,0,,2026-09-17T19:14:38.437132+00:00,2026-09-17T19:14:45.373840+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,vector,runtime_fold,float32,64,forward,completed,,2,3,"[0.025088409, 0.025057922, 0.025112394]",0.025088409,0.025057922,25.088409,0.392006390625,2550.9788205382015,374293804,374293808,1093756872,4068092288,5.541376912966371,374294528,377487360,18616320,732553216,4861235200,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,374294528,377487360,540928000,2246049792,2006843392,2246049792,1632548864,1868562432,133079040,2587046708,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1775471,0,,2026-09-17T19:14:46.100378+00:00,2026-09-17T19:14:52.986838+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,vector,runtime_fold,float32,128,forward,completed,,2,3,"[0.050371311, 0.05064881, 0.050620657]",0.050620657,0.050371311,50.620657,0.3954738828125,2528.611985419312,374293804,374293808,1626073032,4068092288,5.541863162070513,374294528,377487360,18563072,732803072,4861890560,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,374294528,377487360,674187264,4108320768,3595298816,4108320768,3221004288,3730833408,266158080,4933340365,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1775549,0,,2026-09-17T19:14:53.728149+00:00,2026-09-17T19:15:00.741320+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,vector,runtime_fold,float32,256,forward,completed,,2,3,"[0.102167733, 0.102179194, 0.102028573]",0.102167733,0.102028573,102.167733,0.39909270703125,2505.683472491261,374293804,374293808,2690705352,4068092288,5.548768774140626,374294528,377487360,18522112,732745728,4862066688,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,374294528,377487360,940525568,7822376960,6783721472,7822376960,6409426944,7444889600,532316160,9399435264,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1775625,0,,2026-09-17T19:15:01.472965+00:00,2026-09-17T19:15:08.772488+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,vector,runtime_fold,float32,512,forward,skipped_predicted_capacity,corrected adaptive model predicts capacity risk; the prior unmapped-peak run is retained in manifest history,,,,,,,,,,374293808,4819969992,4068092288,,,,,,,,82463372083,,,,,,,,,,,,18300587213,10897797939,0.85,,,,,,,,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,vector,precomputed_projection,float32,4,forward,completed,,2,3,"[0.003772564, 0.003772583, 0.003764167]",0.003772564,0.003764167,3.772564,0.943141,1060.2868500044,748569600,748569600,1156124160,7062298624,14.859731091884896,748683264,748683264,18612224,732856320,7160418304,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,748683264,748683264,790555136,824180736,815720448,824180736,67037184,75497472,8317440,1180686336,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1775852,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:15:16.895731+00:00,2026-09-17T19:15:32.932138+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,vector,precomputed_projection,float32,16,forward,completed,,2,3,"[0.00450994, 0.004501163, 0.00449961]",0.004501163,0.00449961,4.501163,0.2813226875,3554.636879402057,748569600,748569600,1255933440,7062298624,14.929008109029382,748683264,748683264,18546688,732831744,7160860672,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,748683264,748683264,815792128,950009856,916455424,950009856,167772160,201326592,33269760,1069547520,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1775935,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:15:33.657208+00:00,2026-09-17T19:15:49.746644+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,vector,precomputed_projection,float32,64,forward,completed,,2,3,"[0.012588262, 0.012570609, 0.012584655]",0.012584655,0.012570609,12.584655,0.196635234375,5085.558563186674,748569600,748569600,1655170560,7062298624,14.784281601198018,748683264,748683264,18534400,732798976,7159164928,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,748683264,748683264,915316736,1453326336,1317969920,1453326336,569286656,704643072,133079040,1743991604,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1776063,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:15:50.411711+00:00,2026-09-17T19:16:06.405506+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,vector,precomputed_projection,float32,128,forward,completed,,2,3,"[0.025402315, 0.025417433, 0.02549591]",0.025417433,0.025402315,25.417433,0.1985736953125,5035.913736843528,748569600,748569600,2187486720,7062298624,14.817823572084308,748683264,748683264,18604032,732893184,7159902208,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,748683264,748683264,1048576000,2120220672,1847232512,2120220672,1098549248,1371537408,266158080,2549297972,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1776140,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:16:07.052428+00:00,2026-09-17T19:16:23.147883+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,vector,precomputed_projection,float32,256,forward,completed,,2,3,"[0.051181323, 0.051256083, 0.05127053]",0.051256083,0.051181323,51.256083000000004,0.20021907421875001,4994.529137156267,748569600,748569600,3252119040,7062298624,14.833987700054422,748683264,748683264,18534400,732819456,7159418880,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,748683264,748683264,1314914304,3447717888,2915041280,3447717888,2166358016,2699034624,532316160,4144811213,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1776274,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:16:23.875624+00:00,2026-09-17T19:16:40.067943+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,vector,precomputed_projection,float32,512,forward,completed,,2,3,"[0.103180664, 0.10298033, 0.103010186]",0.103010186,0.10298033,103.010186,0.20119176953125,4970.3822493826,748569600,748569600,5381383680,7062298624,14.852167570963502,748683264,748683264,18620416,732991488,7160745984,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,748683264,748683264,1847590912,6111100928,5040381952,6111100928,4291698688,5362417664,1064632320,7323254784,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1776400,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:16:40.769705+00:00,2026-09-17T19:16:57.229434+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,vector,precomputed_projection,float32,1024,forward,completed,,2,3,"[0.236193533, 0.236072768, 0.236336741]",0.236193533,0.236072768,236.193533,0.2306577470703125,4335.427761267282,748569600,748569600,9639912960,7062298624,14.851619717897847,748683264,748683264,18534400,732925952,7161335808,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,748683264,748683264,2911502336,11433672704,9297084416,11433672704,8548401152,10684989440,2129264640,13725440410,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1776493,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:16:57.938696+00:00,2026-09-17T19:17:15.078808+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,721x1440x720,721,1440,720,scalar,runtime_fold,float32,4,forward,completed,,2,3,"[0.006157606, 0.006146786, 0.00612774]",0.006146786,0.00612774,6.146786,1.5366965,650.7465852886371,1495083604,1495083608,2309072772,13034410688,7.0921390110161155,1495288320,1497366528,18538496,732540928,6709653504,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,1495288320,1497366528,1545619968,1765801984,1730181120,1765801984,234892800,268435456,16611840,2268109522,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1776605,0,,2026-09-17T19:17:15.727465+00:00,2026-09-17T19:17:24.062538+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,721x1440x720,721,1440,720,scalar,runtime_fold,float32,16,forward,completed,,2,3,"[0.018215417, 0.0182382, 0.018156497]",0.018215417,0.018156497,18.215417000000002,1.1384635625000001,878.3768167371628,1495083604,1495083608,2508414852,13034410688,7.3820643979124725,1495288320,1497366528,18620416,732475392,6708400128,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,1495288320,1497366528,1596328448,2436890624,2327001088,2436890624,831712768,939524096,66447360,2944401408,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1776682,0,,2026-09-17T19:17:24.786151+00:00,2026-09-17T19:17:33.516237+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,721x1440x720,721,1440,720,scalar,runtime_fold,float32,64,forward,completed,,2,3,"[0.050287114, 0.050290731, 0.050267377]",0.050287114,0.050267377,50.287114,0.78573615625,1272.6918470604617,1495083604,1495083608,3305783172,13034410688,7.159027467947453,1495288320,1497366528,18616320,732426240,6709391360,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,1495288320,1497366528,1795181056,5226102784,4715739136,5226102784,3220450816,3728736256,265789440,6145494221,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1776776,0,,2026-09-17T19:17:34.241608+00:00,2026-09-17T19:17:42.854226+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,721x1440x720,721,1440,720,scalar,runtime_fold,float32,128,forward,completed,,2,3,"[0.101554237, 0.101699499, 0.101548186]",0.101554237,0.101548186,101.554237,0.7933924765625,1260.4102377333602,1495083604,1495083608,4368940932,13034410688,7.042914089979604,1495288320,1497366528,18567168,732446720,6710550528,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,1495288320,1497366528,2060421632,8942256128,7901526016,8942256128,6406237696,7444889600,531578880,10734062797,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1776906,0,,2026-09-17T19:17:43.600074+00:00,2026-09-17T19:17:52.381210+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,721x1440x720,721,1440,720,scalar,runtime_fold,float32,256,forward,skipped_predicted_capacity,corrected adaptive model predicts capacity risk; the prior unmapped-peak run is retained in manifest history,,,,,,,,,,1495083608,6495256452,13034410688,,,,,,,,82463372083,,,,,,,,,,,,19649475380,10897797939,0.85,,,,,,,,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,721x1440x720,721,1440,720,scalar,precomputed_projection,float32,4,forward,completed,,2,3,"[0.006949715, 0.006934146, 0.006934356]",0.006934356,0.006934146,6.934356,1.733589,576.8379933190623,2990131200,2990131200,4551644160,24994791424,54.37191580119543,2990538752,2990538752,18554880,732557312,18901716992,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,2990538752,2990538752,3040870400,3091202048,3091202048,3091202048,100663296,100663296,16611840,3851838260,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1777082,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:18:02.247950+00:00,2026-09-17T19:18:57.758685+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,721x1440x720,721,1440,720,scalar,precomputed_projection,float32,16,forward,completed,,2,3,"[0.008285388, 0.00829131, 0.008279798]",0.008285388,0.008279798,8.285388,0.51783675,1931.1105285594351,2990131200,2990131200,4750986240,24994791424,54.482212339062244,2990538752,2990538752,18571264,732803072,18901942272,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,2990538752,2990538752,3091202048,3292528640,3292528640,3292528640,301989888,301989888,66447360,3930901709,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1777282,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:18:58.480350+00:00,2026-09-17T19:19:54.171388+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,721x1440x720,721,1440,720,scalar,precomputed_projection,float32,64,forward,completed,,2,3,"[0.020400887, 0.020427728, 0.020431023]",0.020427728,0.020400887,20.427728,0.31918325,3132.996483994696,2990131200,2990131200,5548354560,24994791424,54.35800370713696,2990538752,2990538752,18538496,732491776,18902814720,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,2990538752,2990538752,3290431488,4089446400,4089446400,4089446400,1098907648,1098907648,265789440,4917402010,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1777428,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:19:54.880899+00:00,2026-09-17T19:20:50.487218+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,721x1440x720,721,1440,720,scalar,precomputed_projection,float32,128,forward,completed,,2,3,"[0.04093266, 0.040995176, 0.040985708]",0.040985708,0.04093266,40.985708,0.32020084375,3123.039865506288,2990131200,2990131200,6611512320,24994791424,53.91755103110336,2990538752,2990538752,18571264,732680192,18902474752,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,2990538752,2990538752,3555672064,5154799616,5150769152,5154799616,2160230400,2164260864,531578880,6182404096,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1777639,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:20:51.216178+00:00,2026-09-17T19:21:46.463669+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,721x1440x720,721,1440,720,scalar,precomputed_projection,float32,256,forward,completed,,2,3,"[0.082091301, 0.082114976, 0.082127328]",0.082114976,0.082091301,82.11497600000001,0.32076162500000005,3117.5799162384214,2990131200,2990131200,8737827840,24994791424,54.661135571077466,2990538752,2990538752,18616320,732823552,18902351872,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,2990538752,2990538752,4087349248,7279214592,7277641728,7279214592,4287102976,4288675840,1063157760,8742607258,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1778999,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:21:47.176644+00:00,2026-09-17T19:22:43.354607+00:00,
